['user_id', 'source', 'Товары для животных']
['316ab03143', 'None', 'Товары для животных']
['78ed39a415', 'other', 'Товары для животных']
['fd2c2b59b9', 'context', 'Товары для животных']
['19d1e4e036', 'context', 'Товары для животных']
['9e765c6822', 'other', 'Товары для животных']
['ddd50eaa45', 'other', 'Товары для животных']
['e07b13abd0', 'email', 'Товары для животных']
['c21b82499e', 'context', 'Товары для животных']
['da79d9ff30', 'other', 'Товары для животных']
['eded5c6792', 'context', 'Товары для животных']
['e3654c7f1a', 'other', 'Товары для животных']
['d20bf10c78', 'other', 'Товары для животных']
['12de58d8e6', 'other', 'Товары для животных']
['ab8e0c1a01', 'context', 'Товары для животных']
['ea10f78fec', 'other', 'Товары для животных']
['de85ea0eb6', 'other', 'Товары для животных']
['dfe6f4ebb4', 'other', 'Товары для животных']
['9d25ac3886', 'context', 'Товары для животных']
['ddf1af2d3f', 'other', 'Товары для животных']
['d47dd8b814', 'other', 'Товары для животных']
['c5e1bf636a', 'context', 'Товары для животных']
['eb5654cf30', 'other', 'Товары для животных']
['a86e69db63', 'other', 'Товары для животных']
['d15327eae3', 'email', 'Товары для животных']
['5278408c4c', 'other', 'Товары для животных']
['91802f78b2', 'other', 'Товары для животных']
['f46375940f', 'context', 'Товары для животных']
['152ea9bb42', 'other', 'Товары для животных']
['06569907e6', 'other', 'Товары для животных']
['9f5bf9b73f', 'other', 'Товары для животных']
['ec11793734', 'other', 'Товары для животных']
['0cf6ee6c84', 'context', 'Товары для животных']
['f9a3ef9ac2', 'context', 'Товары для животных']
['716a1b4e10', 'context', 'Товары для животных']
['42e3b7d1a1', 'other', 'Товары для животных']
['426fa041ad', 'other', 'Товары для животных']
['e63af2c8b8', 'other', 'Товары для животных']
['c0cd6e93e6', 'other', 'Товары для животных']
['85ff218333', 'other', 'Товары для животных']
['f0dfb618b4', 'other', 'Товары для животных']
['f537f6c8ea', 'other', 'Товары для животных']
['733b99b95b', 'other', 'Товары для животных']
['749e8694c5', 'context', 'Товары для животных']
['116f29a8af', 'email', 'Товары для животных']
['29586e4061', 'other', 'Товары для животных']
['e9eaffa80a', 'context', 'Товары для животных']
['da237781d5', 'context', 'Товары для животных']
['b7195283e1', 'other', 'Товары для животных']
['62f37b821c', 'context', 'Товары для животных']
['69ae0afab1', 'other', 'Товары для животных']
['7fa3bf64b4', 'other', 'Товары для животных']
['4e603d8878', 'other', 'Товары для животных']
['f1b744e6ef', 'other', 'Товары для животных']
['6812661e1c', 'other', 'Товары для животных']
['fea946e2a6', 'other', 'Товары для животных']
['6aff7a1677', 'context', 'Товары для животных']
['e43ad75353', 'email', 'Товары для животных']
['88afad2ad9', 'other', 'Товары для животных']
['0fa7c5b19c', 'other', 'Товары для животных']
['bed9ab14bd', 'other', 'Товары для животных']
['b30f6a38da', 'other', 'Товары для животных']
['74b06f9902', 'email', 'Товары для животных']
['397005e41e', 'other', 'Товары для животных']
['80023b95ac', 'other', 'Товары для животных']
['9fb91262f8', 'other', 'Товары для животных']
['f34a165ad2', 'other', 'Товары для животных']
['5b7c1e9769', 'email', 'Товары для животных']
['5655da0e0b', 'other', 'Товары для животных']
['ef33021c36', 'context', 'Товары для животных']
['b15321ea7c', 'other', 'Товары для животных']
['0d4f4664e0', 'context', 'Товары для животных']
['90ecb23d7c', 'other', 'Товары для животных']
['a2468d6c33', 'context', 'Товары для животных']
['a8660dcfae', 'context', 'Товары для животных']
['8abc724d78', 'other', 'Товары для животных']
['a7bfa5d0cc', 'context', 'Товары для животных']
['6e6293a54b', 'context', 'Товары для животных']
['2bfb139a80', 'other', 'Товары для животных']
['48b9ea8b65', 'other', 'Товары для животных']
['fb9acee964', 'None', 'Товары для животных']
['69775511be', 'context', 'Товары для животных']
['95bf67fda9', 'other', 'Товары для животных']
['ca899d23dd', 'other', 'Товары для животных']
['2de051e056', 'context', 'Товары для животных']
['0da9ca70fe', 'context', 'Товары для животных']
['fcc5bebc42', 'context', 'Товары для животных']
['51f6ce88cc', 'other', 'Товары для животных']
['74a55eee1d', 'other', 'Товары для животных']
['69475b45df', 'context', 'Товары для животных']
['816800e62f', 'context', 'Товары для животных']
['28ce699720', 'other', 'Товары для животных']
['f0d57ef042', 'other', 'Товары для животных']
['39325a5a80', 'other', 'Товары для животных']
['c577b4b31e', 'other', 'Товары для животных']
['4038202869', 'other', 'Товары для животных']
['1405e18ffb', 'context', 'Товары для животных']
['c0cc01a6a4', 'other', 'Товары для животных']
['4cd8bde9ac', 'context', 'Товары для животных']
['f924cacd6d', 'other', 'Товары для животных']
['8c5eeb346a', 'context', 'Товары для животных']
['853f7ea287', 'other', 'Товары для животных']
['3b1fb2ad3f', 'other', 'Товары для животных']
['8c45fdbf5a', 'other', 'Товары для животных']
['614aaf466d', 'other', 'Товары для животных']
['a6a4ff39f8', 'other', 'Товары для животных']
['55effa36e0', 'other', 'Товары для животных']
['51d4f4b9d5', 'other', 'Товары для животных']
['694fdf8197', 'context', 'Товары для животных']
['33a4dbd193', 'other', 'Товары для животных']
['bc2b6ade51', 'other', 'Товары для животных']
['e371c40a07', 'context', 'Товары для животных']
['74d3a4830b', 'context', 'Товары для животных']
['be78adf037', 'other', 'Товары для животных']
['fceaddb1f5', 'other', 'Товары для животных']
['63f9ec63df', 'None', 'Товары для животных']
['627fb82e41', 'other', 'Товары для животных']
['a7091d1405', 'other', 'Товары для животных']
['c74d0b4602', 'context', 'Товары для животных']
['a8c4da0681', 'other', 'Товары для животных']
['47ec449fbe', 'context', 'Товары для животных']
['ee19ad0e7b', 'other', 'Товары для животных']
['9b63ed579f', 'context', 'Товары для животных']
['508e26d325', 'other', 'Товары для животных']
['9cdc26ff6c', 'other', 'Товары для животных']
['be8c8f1a63', 'context', 'Товары для животных']
['c59381af1d', 'other', 'Товары для животных']
['bc40fc5c3b', 'other', 'Товары для животных']
['5bc256883c', 'other', 'Товары для животных']
['800ad1974f', 'other', 'Товары для животных']
['36b0b3a179', 'email', 'Товары для животных']
['0ea0c758a5', 'other', 'Товары для животных']
['12764a8382', 'context', 'Товары для животных']
['fbcb38042a', 'other', 'Товары для животных']
['b3fe11defe', 'email', 'Товары для животных']
['1909ff3b18', 'context', 'Товары для животных']
['cc85b81371', 'other', 'Товары для животных']
['36d248e31c', 'context', 'Товары для животных']
['84b1b23768', 'context', 'Товары для животных']
['44174c696c', 'other', 'Товары для животных']
['640232cec2', 'context', 'Товары для животных']
['2e8723f652', 'other', 'Товары для животных']
['2ffcf27605', 'other', 'Товары для животных']
['94e132ac2a', 'other', 'Товары для животных']
['433af0c12b', 'other', 'Товары для животных']
['24c047fa51', 'other', 'Товары для животных']
['30fa49eb81', 'other', 'Товары для животных']
['d9a640bee2', 'other', 'Товары для животных']
['147df43b96', 'context', 'Товары для животных']
['f84cfd5fdc', 'context', 'Товары для животных']
['8684af0a5d', 'other', 'Товары для животных']
['bbec49524b', 'context', 'Товары для животных']
['e95d728116', 'other', 'Товары для животных']
['5392a9dd06', 'other', 'Товары для животных']
['8c9c7efbdb', 'context', 'Товары для животных']
['8e7cb8744a', 'other', 'Товары для животных']
['a41b59347a', 'other', 'Товары для животных']
['c1a0da9976', 'other', 'Товары для животных']
['9e7126c1f7', 'other', 'Товары для животных']
['49e9a83a56', 'context', 'Товары для животных']
['b3391af5f3', 'other', 'Товары для животных']
['9c4d9e37b8', 'other', 'Товары для животных']
['1eee1b1995', 'other', 'Товары для животных']
['d61df629df', 'other', 'Товары для животных']
['f67f61db9e', 'other', 'Товары для животных']
['73d9a7f6d5', 'other', 'Товары для животных']
['5ebea046cd', 'other', 'Товары для животных']
['eb7ff574cc', 'context', 'Товары для животных']
['ccfa85981e', 'other', 'Товары для животных']
['3def3c47e0', 'email', 'Товары для животных']
['56183e3be7', 'other', 'Товары для животных']
['5a8c6a6214', 'other', 'Товары для животных']
['9c6916078e', 'other', 'Товары для животных']
['f99c733c58', 'other', 'Товары для животных']
['301db812db', 'other', 'Товары для животных']
['27be75d1bf', 'other', 'Товары для животных']
['ba38172577', 'context', 'Товары для животных']
['f0706bb95e', 'other', 'Товары для животных']
['ac317ed5da', 'other', 'Товары для животных']
['56ac42291c', 'other', 'Товары для животных']
['d2e5eece34', 'email', 'Товары для животных']
['5e5398d531', 'context', 'Товары для животных']
['7c62be614e', 'other', 'Товары для животных']
['8b2f2ce9f1', 'other', 'Товары для животных']
['8d726fa305', 'other', 'Товары для животных']
['81ebf6e699', 'other', 'Товары для животных']
['2ffc0ac898', 'other', 'Товары для животных']
['3953e7d027', 'context', 'Товары для животных']
['abbaaeeec6', 'context', 'Товары для животных']
['b3347f9015', 'other', 'Товары для животных']
['5f4ccaec06', 'context', 'Товары для животных']
['61f09c8e23', 'other', 'Товары для животных']
['d4004b3288', 'other', 'Товары для животных']
['ccdb17354a', 'context', 'Товары для животных']
['2f15ed507f', 'other', 'Товары для животных']
['1165b9e353', 'email', 'Товары для животных']
['0a22ae5507', 'other', 'Товары для животных']
['e43e102688', 'other', 'Товары для животных']
['7e33fda510', 'other', 'Товары для животных']
['2da9fe5598', 'other', 'Товары для животных']
['bdec18f74e', 'context', 'Товары для животных']
['41a4f49b7f', 'other', 'Товары для животных']
['9df56d0753', 'email', 'Товары для животных']
['4dd6cf0dea', 'other', 'Товары для животных']
['c86f800915', 'other', 'Товары для животных']
['422ac66d5a', 'other', 'Товары для животных']
['7ff7a48697', 'other', 'Товары для животных']
['d8557c45f3', 'other', 'Товары для животных']
['04405bf835', 'other', 'Товары для животных']
['987dc6321c', 'other', 'Товары для животных']
['48a32ff3cc', 'context', 'Товары для животных']
['deba35d5a8', 'other', 'Товары для животных']
['42ec6aa3cb', 'other', 'Товары для животных']
['3f93050f90', 'other', 'Товары для животных']
['8a0c7e0dfc', 'context', 'Товары для животных']
['73aa62d288', 'other', 'Товары для животных']
['3e75e9c62e', 'other', 'Товары для животных']
['c9ca4f00dd', 'email', 'Товары для животных']
['72d11d2013', 'context', 'Товары для животных']
['991072196d', 'context', 'Товары для животных']
['092337723c', 'other', 'Товары для животных']
['642295148f', 'other', 'Товары для животных']
['e8dcb49bc2', 'other', 'Товары для животных']
['b97069ed8f', 'other', 'Товары для животных']
['f127ee3e08', 'other', 'Товары для животных']
['78c61cf048', 'other', 'Товары для животных']
['28ed9a2680', 'context', 'Товары для животных']
['547434b3fc', 'context', 'Товары для животных']
['ec0d778ca8', 'other', 'Товары для животных']
['0680efd24d', 'context', 'Товары для животных']
['8c6a576009', 'other', 'Товары для животных']
['26daa6bcff', 'email', 'Товары для животных']
['63eea77eac', 'other', 'Товары для животных']
['a771274455', 'context', 'Товары для животных']
['c92680024a', 'context', 'Товары для животных']
['0f359c5def', 'context', 'Товары для животных']
['81b86551e0', 'other', 'Товары для животных']
['b694d9fb7e', 'context', 'Товары для животных']
['34abde015c', 'other', 'Товары для животных']
['2feeed4e90', 'context', 'Товары для животных']
['e50f766aee', 'other', 'Товары для животных']
['773030b2e2', 'context', 'Товары для животных']
['a760d2ebe8', 'other', 'Товары для животных']
['b45d0d2b02', 'other', 'Товары для животных']
['61c29f2324', 'other', 'Товары для животных']
['da177dee2e', 'email', 'Товары для животных']
['e2389b2f7d', 'context', 'Товары для животных']
['9443ea597f', 'other', 'Товары для животных']
['c9d93ee37c', 'context', 'Товары для животных']
['122eafaf38', 'other', 'Товары для животных']
['609c12b911', 'other', 'Товары для животных']
['9b2ff5eba6', 'other', 'Товары для животных']
['ae7b2f668e', 'context', 'Товары для животных']
['282ee749cd', 'other', 'Товары для животных']
['4b1bc949e6', 'other', 'Товары для животных']
['a5669f7711', 'email', 'Товары для животных']
['ca20e247ce', 'other', 'Товары для животных']
['f88b4269c5', 'context', 'Товары для животных']
['8afd34ea5d', 'email', 'Товары для животных']
['0b964583be', 'other', 'Товары для животных']
['2419ce61b8', 'other', 'Товары для животных']
['4dd2890bda', 'context', 'Товары для животных']
['2e74cb6a8a', 'other', 'Товары для животных']
['db51313879', 'other', 'Товары для животных']
['c31aa4037a', 'context', 'Товары для животных']
['ffde2d54b0', 'other', 'Товары для животных']
['23b5af6334', 'other', 'Товары для животных']
['ba076e04d6', 'other', 'Товары для животных']
['1a9515473a', 'other', 'Товары для животных']
['2571da9158', 'other', 'Товары для животных']
['a546b7ee7c', 'other', 'Товары для животных']
['a677351888', 'context', 'Товары для животных']
['64bcd9b25a', 'other', 'Товары для животных']
['b2d09e3401', 'email', 'Товары для животных']
['0a96362e4d', 'other', 'Товары для животных']
['854a5623f0', 'other', 'Товары для животных']
['da4df206c2', 'context', 'Товары для животных']
['f744545cc3', 'context', 'Товары для животных']
['7af958b044', 'other', 'Товары для животных']
['3ea58635a3', 'context', 'Товары для животных']
['3258e62b94', 'email', 'Товары для животных']
['262f3fc8b5', 'other', 'Товары для животных']
['18e33e0244', 'email', 'Товары для животных']
['5f58fedc8c', 'other', 'Товары для животных']
['1c29031015', 'other', 'Товары для животных']
['c4925e020b', 'other', 'Товары для животных']
['fb8c4d7204', 'other', 'Товары для животных']
['eb986e44ed', 'email', 'Товары для животных']
['5f8e41e9fe', 'other', 'Товары для животных']
['932ddf4781', 'context', 'Товары для животных']
['7675997d49', 'context', 'Товары для животных']
['5987dcf8a4', 'other', 'Товары для животных']
['89df00704c', 'context', 'Товары для животных']
['c2d2d8ac77', 'other', 'Товары для животных']
['c9c47cbb3e', 'email', 'Товары для животных']
['dc5e2c99dd', 'other', 'Товары для животных']
['f5ec9a5cd3', 'other', 'Товары для животных']
['e6d9f9266d', 'other', 'Товары для животных']
['9cefeea76d', 'context', 'Товары для животных']
['2462308ce7', 'other', 'Товары для животных']
['e65eedc757', 'context', 'Товары для животных']
['52b1d2a63f', 'other', 'Товары для животных']
['76802021e9', 'context', 'Товары для животных']
['ed97be25e8', 'other', 'Товары для животных']
['a7e81df232', 'context', 'Товары для животных']
['1aa5be530e', 'other', 'Товары для животных']
['28f52a3a57', 'email', 'Товары для животных']
['05cbde31c9', 'context', 'Товары для животных']
['63999d7c25', 'other', 'Товары для животных']
['367da43c26', 'context', 'Товары для животных']
['95161a6ab0', 'other', 'Товары для животных']
['706501f197', 'other', 'Товары для животных']
['151f96dc65', 'context', 'Товары для животных']
['65b8c9a2a4', 'other', 'Товары для животных']
['ce57bf3770', 'email', 'Товары для животных']
['69d7a3a6b7', 'other', 'Товары для животных']
['cf829e6d27', 'other', 'Товары для животных']
['64d25949ee', 'context', 'Товары для животных']
['8e8f91533b', 'context', 'Товары для животных']
['301f91129f', 'context', 'Товары для животных']
['8a4fbf45b2', 'other', 'Товары для животных']
['0e9416d487', 'other', 'Товары для животных']
['bfd49a9403', 'other', 'Товары для животных']
['4f7a7b927c', 'other', 'Товары для животных']
['a684d11d7f', 'other', 'Товары для животных']
['6fb5f6efb3', 'other', 'Товары для животных']
['ed32992735', 'other', 'Товары для животных']
['9a1538d1d4', 'other', 'Товары для животных']
['5331a15167', 'email', 'Товары для животных']
['597f7b8898', 'context', 'Товары для животных']
['9212be1064', 'other', 'Товары для животных']
['e0205c7f6f', 'other', 'Товары для животных']
['fc4b00bcd2', 'other', 'Товары для животных']
['c3e109ab54', 'context', 'Товары для животных']
['93564b2f07', 'context', 'Товары для животных']
['0c26f6807b', 'other', 'Товары для животных']
['a9fd3b61ee', 'other', 'Товары для животных']
['3f17e0ae70', 'other', 'Товары для животных']
['5574f1d3f7', 'other', 'Товары для животных']
['6c1e59bd4c', 'other', 'Товары для животных']
['ed11062209', 'context', 'Товары для животных']
['d829f42876', 'other', 'Товары для животных']
['d2c684f09e', 'other', 'Товары для животных']
['4a96c9c66a', 'email', 'Товары для животных']
['547434b3fc', 'other', 'Товары для животных']
['190a767c80', 'context', 'Товары для животных']
['1a95786640', 'other', 'Товары для животных']
['d1d24d5736', 'other', 'Товары для животных']
['a10da0093b', 'email', 'Товары для животных']
['562ec95cde', 'email', 'Товары для животных']
['b5e2f0a283', 'other', 'Товары для животных']
['30aa6019ee', 'context', 'Товары для животных']
['06c037d78b', 'context', 'Товары для животных']
['3880135278', 'other', 'Товары для животных']
['f76845f07c', 'other', 'Товары для животных']
['a3c460b857', 'context', 'Товары для животных']
['16fc636b92', 'context', 'Товары для животных']
['a9e50fec42', 'other', 'Товары для животных']
['df5cf7f69a', 'other', 'Товары для животных']
['dd3f58cee5', 'other', 'Товары для животных']
['b8921f73af', 'context', 'Товары для животных']
['9ecb0bed11', 'other', 'Товары для животных']
['c3480b2a94', 'other', 'Товары для животных']
['03da4195d5', 'context', 'Товары для животных']
['b1c4466083', 'other', 'Товары для животных']
['415f8fd5c6', 'None', 'Товары для животных']
['de56717d46', 'other', 'Товары для животных']
['a1be8a38bc', 'other', 'Товары для животных']
['3f3161ecf3', 'other', 'Товары для животных']
['5227f15c20', 'other', 'Товары для животных']
['1548dbc533', 'other', 'Товары для животных']
['771c115971', 'other', 'Товары для животных']
['cf893f680f', 'other', 'Товары для животных']
['47f4301c42', 'context', 'Товары для животных']
['e95d23f9ae', 'other', 'Товары для животных']
['d1d6f9b416', 'other', 'Товары для животных']
['6a5f9e79e6', 'other', 'Товары для животных']
['2fe04b4c3a', 'other', 'Товары для животных']
['6cd9581955', 'other', 'Товары для животных']
['73521732bf', 'email', 'Товары для животных']
['c80ea6d678', 'other', 'Товары для животных']
['68d3f7a732', 'context', 'Товары для животных']
['a60013a070', 'context', 'Товары для животных']
['354d5aefc8', 'other', 'Товары для животных']
['ae939da2e6', 'other', 'Товары для животных']
['efc11b447d', 'context', 'Товары для животных']
['f91ea585fa', 'None', 'Товары для животных']
['654fd1a3d4', 'other', 'Товары для животных']
['2be1d9f2dd', 'other', 'Товары для животных']
['eed9621d35', 'email', 'Товары для животных']
['5da0bbd1a2', 'other', 'Товары для животных']
['b49e94e319', 'other', 'Товары для животных']
['c1e9992871', 'other', 'Товары для животных']
['cdb8ff1123', 'other', 'Товары для животных']
['fc1f885b61', 'context', 'Товары для животных']
['540494af82', 'other', 'Товары для животных']
['84a6137053', 'other', 'Товары для животных']
['5eb0e70d8a', 'other', 'Товары для животных']
['616be967a6', 'context', 'Товары для животных']
['74d4880314', 'other', 'Товары для животных']
['4cac4d415e', 'context', 'Товары для животных']
['38c3ba4023', 'other', 'Товары для животных']
['4b58237c1c', 'other', 'Товары для животных']
['64f7b50d91', 'context', 'Товары для животных']
['40a0c7e9fd', 'context', 'Товары для животных']
['62f6430779', 'other', 'Товары для животных']
['3df04d540a', 'context', 'Товары для животных']
['28e6a3401e', 'context', 'Товары для животных']
['97e4995f30', 'other', 'Товары для животных']
['c7a0815ba6', 'other', 'Товары для животных']
['3a120dff00', 'other', 'Товары для животных']
['2d3c9b5eaf', 'other', 'Товары для животных']
['dec8283dc2', 'other', 'Товары для животных']
['e3b7d0ac95', 'other', 'Товары для животных']
['b693664c57', 'other', 'Товары для животных']
['5ac7f7df8b', 'email', 'Товары для животных']
['be1e79ee76', 'other', 'Товары для животных']
['f7075c9aa0', 'context', 'Товары для животных']
['62b23ee4ec', 'context', 'Товары для животных']
['b401bb84c5', 'email', 'Товары для животных']
['6e474050be', 'other', 'Товары для животных']
['e13c44fa95', 'other', 'Товары для животных']
['7e647f1627', 'context', 'Товары для животных']
['ba15a9c30d', 'other', 'Товары для животных']
['5f7338c6d2', 'context', 'Товары для животных']
['b8ec83addc', 'other', 'Товары для животных']
['2b3d1447aa', 'other', 'Товары для животных']
['90055fc6ca', 'email', 'Товары для животных']
['8699d6bfa4', 'other', 'Товары для животных']
['15626f0e4b', 'context', 'Товары для животных']
['5b7a18599d', 'context', 'Товары для животных']
['73c4b254fd', 'other', 'Товары для животных']
['d589dd0c64', 'other', 'Товары для животных']
['27c802ea37', 'other', 'Товары для животных']
['0c2c604426', 'context', 'Товары для животных']
['b2472945fb', 'email', 'Товары для животных']
['a8d0360a31', 'other', 'Товары для животных']
['4a6d6258da', 'None', 'Товары для животных']
['2942d52d8f', 'email', 'Товары для животных']
['77f350285d', 'email', 'Товары для животных']
['f848112c51', 'other', 'Товары для животных']
['b323f423ad', 'other', 'Товары для животных']
['54d4e81534', 'other', 'Товары для животных']
['045b8e93fb', 'other', 'Товары для животных']
['bb933961ba', 'other', 'Товары для животных']
['8acfca3a2c', 'other', 'Товары для животных']
['b41d5a7e8b', 'other', 'Товары для животных']
['bccd9951e1', 'context', 'Товары для животных']
['adf6dc7f13', 'other', 'Товары для животных']
['9d619cb825', 'other', 'Товары для животных']
['1f75239f09', 'other', 'Товары для животных']
['6c13c61421', 'context', 'Товары для животных']
['c85703bb83', 'other', 'Товары для животных']
['8f7e0e382c', 'email', 'Товары для животных']
['96ea47dccc', 'context', 'Товары для животных']
['bb6bc25682', 'context', 'Товары для животных']
['31f083b890', 'other', 'Товары для животных']
['96f1cdc32a', 'context', 'Товары для животных']
['a6064a81b0', 'context', 'Товары для животных']
['69368a4512', 'other', 'Товары для животных']
['a39eeffc02', 'other', 'Товары для животных']
['9e431b36b4', 'context', 'Товары для животных']
['1af6b519ef', 'None', 'Товары для животных']
['73e1fe10eb', 'context', 'Товары для животных']
['463ba5e7a4', 'context', 'Товары для животных']
['12a4a922a1', 'other', 'Товары для животных']
['c3507551c1', 'context', 'Товары для животных']
['d51526e303', 'context', 'Товары для животных']
['ff0f3a4f31', 'other', 'Товары для животных']
['a14266b0c8', 'other', 'Товары для животных']
['ed9a053f22', 'context', 'Товары для животных']
['7c410bc984', 'other', 'Товары для животных']
['43d3eef688', 'other', 'Товары для животных']
['2863b7f7a8', 'other', 'Товары для животных']
['c6cf274c7c', 'other', 'Товары для животных']
['19a6b109c1', 'other', 'Товары для животных']
['032bed90db', 'context', 'Товары для животных']
['bd5d165524', 'other', 'Товары для животных']
['087deeada3', 'other', 'Товары для животных']
['be4e078bfe', 'other', 'Товары для животных']
['e9c183b31b', 'email', 'Товары для животных']
['d623033e42', 'other', 'Товары для животных']
['b2eae573f9', 'other', 'Товары для животных']
['0f70a51e4f', 'other', 'Товары для животных']
['cab50d2e67', 'other', 'Товары для животных']
['cce8f9f201', 'other', 'Товары для животных']
['4ec1430612', 'other', 'Товары для животных']
['ddeffbfe0d', 'other', 'Товары для животных']
['0e880d4c80', 'other', 'Товары для животных']
['fe8d2e419e', 'other', 'Товары для животных']
['fb049b9b00', 'other', 'Товары для животных']
['22559638aa', 'other', 'Товары для животных']
['5c8b3f960b', 'other', 'Товары для животных']
['ab3b5c58c4', 'other', 'Товары для животных']
['2ba40c1c01', 'other', 'Товары для животных']
['4823c187c8', 'other', 'Товары для животных']
['41f6d99050', 'other', 'Товары для животных']
['c60a01a400', 'other', 'Товары для животных']
['4068465b5c', 'other', 'Товары для животных']
['644c0e1db3', 'other', 'Товары для животных']
['0cc20b0e94', 'other', 'Товары для животных']
['87c1c7daed', 'email', 'Товары для животных']
['9b8a4ed047', 'other', 'Товары для животных']
['2f7aabdc85', 'other', 'Товары для животных']
['804500fb95', 'context', 'Товары для животных']
['12999dcd9a', 'context', 'Товары для животных']
['c07439237e', 'other', 'Товары для животных']
['3e591c3ffc', 'context', 'Товары для животных']
['7ffdf9d121', 'other', 'Товары для животных']
['bae8553cf5', 'other', 'Товары для животных']
['c612258cb7', 'other', 'Товары для животных']
['4dfa3cdd1c', 'context', 'Товары для животных']
['92c228eb3e', 'other', 'Товары для животных']
['6c0e66a66f', 'other', 'Товары для животных']
['49d3c0fa39', 'email', 'Товары для животных']
['0bb0401efe', 'other', 'Товары для животных']
['f5d17124c3', 'context', 'Товары для животных']
['2face57c42', 'other', 'Товары для животных']
['f2ed578b12', 'other', 'Товары для животных']
